time	V(n002)	V(n003)
4.098193359374982e+00	6.610020e-02	9.816206e+00
4.108056640624983e+00	6.419441e-02	9.879161e+00
4.117919921874983e+00	6.837812e-02	9.929140e+00
4.127783203124983e+00	7.863522e-02	9.965955e+00
4.137646484374984e+00	9.492633e-02	9.989462e+00
4.147509765624984e+00	1.171889e-01	9.999572e+00
4.157373046874985e+00	1.453374e-01	9.996245e+00
4.167236328124985e+00	1.792638e-01	9.979495e+00
4.177099609374985e+00	2.188377e-01	9.949386e+00
4.186962890624986e+00	2.639073e-01	9.906033e+00
4.196826171874986e+00	3.142995e-01	9.849603e+00
4.206689453124986e+00	3.698207e-01	9.780313e+00
4.216552734374987e+00	4.302579e-01	9.698427e+00
4.226416015624987e+00	4.953788e-01	9.604262e+00
4.236279296874987e+00	5.649336e-01	9.498178e+00
4.246142578124988e+00	6.386552e-01	9.380585e+00
4.265869140624988e+00	7.974513e-01	9.112710e+00
4.285595703124989e+00	9.693308e-01	8.804749e+00
4.305322265624990e+00	1.151656e+00	8.461427e+00
4.325048828124991e+00	1.341630e+00	8.088010e+00
4.344775390624991e+00	1.536338e+00	7.690229e+00
4.374365234374992e+00	1.830732e+00	7.061304e+00
4.394091796874993e+00	2.024158e+00	6.629899e+00
4.403955078124993e+00	2.118902e+00	6.413032e+00
4.413818359374994e+00	2.211846e+00	6.196500e+00
4.423681640624994e+00	2.302633e+00	5.981133e+00
4.433544921874994e+00	2.390915e+00	5.767758e+00
4.443408203124995e+00	2.476353e+00	5.557195e+00
4.453271484374995e+00	2.558619e+00	5.350251e+00
4.463134765624996e+00	2.637397e+00	5.147722e+00
4.472998046874996e+00	2.712384e+00	4.950385e+00
4.482861328124996e+00	2.783292e+00	4.758997e+00
4.492724609374997e+00	2.849850e+00	4.574294e+00
4.502587890624997e+00	2.911802e+00	4.396984e+00
4.512451171874997e+00	2.968909e+00	4.227748e+00
4.522314453124998e+00	3.020953e+00	4.067237e+00
4.532177734374998e+00	3.067734e+00	3.916066e+00
4.542041015624998e+00	3.109072e+00	3.774816e+00
4.551904296874999e+00	3.144809e+00	3.644029e+00
4.561767578124999e+00	3.174806e+00	3.524207e+00
4.571630859374999e+00	3.198950e+00	3.415810e+00
4.581494140625000e+00	3.217147e+00	3.319255e+00
4.591357421875000e+00	3.229328e+00	3.234912e+00
4.601220703125001e+00	3.235445e+00	3.163105e+00
4.611083984375001e+00	3.235475e+00	3.104109e+00
4.620947265625001e+00	3.229419e+00	3.058152e+00
4.630810546875002e+00	3.217299e+00	3.025409e+00
4.640673828125002e+00	3.199161e+00	3.006007e+00
4.650537109375002e+00	3.175076e+00	3.000020e+00
4.660400390625003e+00	3.145137e+00	3.007470e+00
4.670263671875003e+00	3.109457e+00	3.028330e+00
4.680126953125003e+00	3.068173e+00	3.062519e+00
4.689990234375004e+00	3.021445e+00	3.109905e+00
4.699853515625004e+00	2.969452e+00	3.170308e+00
4.709716796875004e+00	2.912394e+00	3.243495e+00
4.719580078125005e+00	2.850488e+00	3.329185e+00
4.729443359375005e+00	2.783974e+00	3.427048e+00
4.739306640625006e+00	2.713107e+00	3.536710e+00
4.749169921875006e+00	2.638158e+00	3.657749e+00
4.759033203125006e+00	2.559415e+00	3.789701e+00
4.768896484375007e+00	2.477181e+00	3.932059e+00
4.778759765625007e+00	2.391771e+00	4.084276e+00
4.788623046875007e+00	2.303514e+00	4.245768e+00
4.798486328125008e+00	2.212747e+00	4.415915e+00
4.808349609375008e+00	2.119820e+00	4.594064e+00
4.828076171875009e+00	1.928920e+00	4.971601e+00
4.847802734375009e+00	1.733741e+00	5.372590e+00
4.867529296875010e+00	1.537278e+00	5.790875e+00
4.887255859375011e+00	1.342545e+00	6.220041e+00
4.906982421875012e+00	1.152530e+00	6.653502e+00
4.926708984375012e+00	9.701486e-01	7.084608e+00
4.946435546875013e+00	7.981986e-01	7.506744e+00
4.966162109375014e+00	6.393183e-01	7.913435e+00
4.976025390625014e+00	5.655500e-01	8.109025e+00
4.985888671875014e+00	4.959455e-01	8.298438e+00
4.995751953125015e+00	4.307720e-01	8.480947e+00
5.005615234375015e+00	3.702798e-01	8.655849e+00
5.015478515625015e+00	3.147010e-01	8.822474e+00
5.025341796875016e+00	2.642491e-01	8.980183e+00
5.035205078125016e+00	2.191178e-01	9.128369e+00
5.045068359375017e+00	1.794804e-01	9.266463e+00
5.054931640625017e+00	1.454890e-01	9.393937e+00
5.064794921875017e+00	1.172742e-01	9.510299e+00
5.074658203125018e+00	9.494422e-02	9.615103e+00
5.084521484375018e+00	7.858486e-02	9.707948e+00
5.094384765625018e+00	6.825890e-02	9.788475e+00
5.104248046875019e+00	6.400599e-02	9.856377e+00
5.114111328125019e+00	6.584245e-02	9.911392e+00
5.123974609375019e+00	7.376124e-02	9.953310e+00
5.133837890625020e+00	8.773194e-02	9.981969e+00
5.143701171875020e+00	1.077009e-01	9.997259e+00
5.153564453125020e+00	1.335915e-01	9.999123e+00
5.163427734375021e+00	1.653043e-01	9.987551e+00
5.173291015625021e+00	2.027175e-01	9.962589e+00
5.183154296875021e+00	2.456875e-01	9.924333e+00
5.193017578125022e+00	2.940493e-01	9.872930e+00
5.202880859375022e+00	3.476172e-01	9.808577e+00
5.212744140625023e+00	4.061855e-01	9.731520e+00
5.222607421875023e+00	4.695295e-01	9.642056e+00
5.232470703125023e+00	5.374058e-01	9.540529e+00
5.242333984375024e+00	6.095539e-01	9.427328e+00
5.252197265625024e+00	6.856968e-01	9.302889e+00
5.271923828125025e+00	8.487832e-01	9.022243e+00
5.291650390625025e+00	1.024163e+00	8.702900e+00
5.311376953125026e+00	1.209145e+00	8.349757e+00
5.331103515625027e+00	1.400891e+00	7.968234e+00
5.350830078125028e+00	1.596459e+00	7.564184e+00
5.370556640625028e+00	1.792849e+00	7.143806e+00
5.390283203125029e+00	1.987048e+00	6.713551e+00
5.410009765625030e+00	2.176075e+00	6.280019e+00
5.419873046875030e+00	2.267739e+00	6.064104e+00
5.429736328125030e+00	2.357031e+00	5.849862e+00
5.439599609375031e+00	2.443609e+00	5.638116e+00
5.449462890625031e+00	2.527140e+00	5.429680e+00
5.459326171875031e+00	2.607303e+00	5.225353e+00
5.469189453125032e+00	2.683790e+00	5.025920e+00
5.479052734375032e+00	2.756309e+00	4.832147e+00
5.488916015625033e+00	2.824580e+00	4.644777e+00
5.498779296875033e+00	2.888341e+00	4.464530e+00
5.508642578125033e+00	2.947348e+00	4.292098e+00
5.518505859375034e+00	3.001374e+00	4.128143e+00
5.528369140625034e+00	3.050211e+00	3.973294e+00
5.538232421875034e+00	3.093672e+00	3.828147e+00
5.548095703125035e+00	3.131591e+00	3.693258e+00
5.557958984375035e+00	3.163821e+00	3.569145e+00
5.567822265625035e+00	3.190239e+00	3.456285e+00
5.577685546875036e+00	3.210743e+00	3.355110e+00
5.587548828125036e+00	3.225255e+00	3.266011e+00
5.597412109375036e+00	3.233719e+00	3.189328e+00
5.607275390625037e+00	3.236103e+00	3.125356e+00
5.617138671875037e+00	3.232397e+00	3.074340e+00
5.627001953125037e+00	3.222615e+00	3.036477e+00
5.636865234375038e+00	3.206796e+00	3.011912e+00
5.646728515625038e+00	3.184999e+00	3.000739e+00
5.656591796875039e+00	3.157309e+00	3.003001e+00
5.666455078125039e+00	3.123832e+00	3.018690e+00
5.676318359375039e+00	3.084696e+00	3.047745e+00
5.686181640625040e+00	3.040051e+00	3.090054e+00
5.696044921875040e+00	2.990070e+00	3.145455e+00
5.705908203125040e+00	2.934944e+00	3.213736e+00
